study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA624030	SRP255796	SAMN14565144	SRS6454238	SRX8086760	SRR11515180	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	6Int		PAIRED	AMPLICON	METAGENOMIC	PCR	86841	50232575	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	6Int	515YF-926R-P1-50-6Int_R1.fastq.gz	12637565;17204605	243c8f3dee037ecab96d86b98ff96181;2f114190543466e781c6d9b2519be423	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/080/SRR11515180/SRR11515180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/080/SRR11515180/SRR11515180_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/080/SRR11515180/SRR11515180_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/080/SRR11515180/SRR11515180_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/080/SRR11515180/SRR11515180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/080/SRR11515180/SRR11515180_2.fastq.gz							30344241	0266ff16e57ddad67b87fc5d908c7e57	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/080/SRR11515180	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/080/SRR11515180	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/080/SRR11515180				6Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565143	SRS6454235	SRX8086759	SRR11515181	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	29Int		PAIRED	AMPLICON	METAGENOMIC	PCR	42429	24373726	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	29Int	515YF-926R-P1-50-29Int_R1.fastq.gz	5843728;8171368	b51a0a214fc8042f04b7cd8d18c2a381;b4b69cb8dfed5a0579591b9cea74b640	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/081/SRR11515181/SRR11515181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/081/SRR11515181/SRR11515181_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/081/SRR11515181/SRR11515181_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/081/SRR11515181/SRR11515181_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/081/SRR11515181/SRR11515181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/081/SRR11515181/SRR11515181_2.fastq.gz							14628828	f5e989b743a1e916ec3d52c2a4dac60c	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/081/SRR11515181	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/081/SRR11515181	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/081/SRR11515181				29Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565142	SRS6454236	SRX8086758	SRR11515182	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	25Int		PAIRED	AMPLICON	METAGENOMIC	PCR	20616	11849499	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	25Int	515YF-926R-P1-50-25Int_R1.fastq.gz	2604902;3789890	af00faa3c23cdd3878bd3167956e4c2c;bf241741926ee8e4e238ea108251d2fd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/082/SRR11515182/SRR11515182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/082/SRR11515182/SRR11515182_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/082/SRR11515182/SRR11515182_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/082/SRR11515182/SRR11515182_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/082/SRR11515182/SRR11515182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/082/SRR11515182/SRR11515182_2.fastq.gz							7170886	8d15102f1c77c79c8b765e25df233822	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/082/SRR11515182	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/082/SRR11515182	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/082/SRR11515182				25Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565141	SRS6454233	SRX8086757	SRR11515183	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	1Int		PAIRED	AMPLICON	METAGENOMIC	PCR	19923	11583784	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	1Int	515YF-926R-P1-50-1Int_R1.fastq.gz	2920964;4048467	1b4b7f54def556aabc2183c1ef5e9509;c8032c92dcdec8019d084828519abb62	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/083/SRR11515183/SRR11515183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/083/SRR11515183/SRR11515183_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/083/SRR11515183/SRR11515183_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/083/SRR11515183/SRR11515183_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/083/SRR11515183/SRR11515183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/083/SRR11515183/SRR11515183_2.fastq.gz							7187437	63228b695cb5017fa98694233e1cd7b3	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/083/SRR11515183	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/083/SRR11515183	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/083/SRR11515183				1Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565140	SRS6454234	SRX8086756	SRR11515184	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	10Int		PAIRED	AMPLICON	METAGENOMIC	PCR	23501	13550013	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	10Int	515YF-926R-P1-50-10Int_R1.fastq.gz	3239609;4514256	3f927d9372ce00e4bd94d455e742834d;cf01cbd14b1b88f4cb8ab59d67a11f45	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/084/SRR11515184/SRR11515184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/084/SRR11515184/SRR11515184_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/084/SRR11515184/SRR11515184_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/084/SRR11515184/SRR11515184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/084/SRR11515184/SRR11515184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/084/SRR11515184/SRR11515184_2.fastq.gz							8191560	0f8e8faba28a2bc0e03b104bcb98d1d9	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/084/SRR11515184	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/084/SRR11515184	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/084/SRR11515184				10Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565139	SRS6454232	SRX8086755	SRR11515185	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	8A		PAIRED	AMPLICON	METAGENOMIC	PCR	20936	12111358	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	8A	515YF-926R-P3-50-8A_R1.fastq.gz	2804385;3974411	7ae3a47c25493fe80649f1f3695528d1;98d85be2ff59bae9cd714810ad803ecc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/085/SRR11515185/SRR11515185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/085/SRR11515185/SRR11515185_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/085/SRR11515185/SRR11515185_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/085/SRR11515185/SRR11515185_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/085/SRR11515185/SRR11515185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/085/SRR11515185/SRR11515185_2.fastq.gz							7323613	e94a785665a01012373f6623800aaad0	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/085/SRR11515185	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/085/SRR11515185	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/085/SRR11515185				8A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565204	SRS6454231	SRX8086754	SRR11515186	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a17L		PAIRED	AMPLICON	METAGENOMIC	PCR	64469	37288098	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a17L	515YF-926R-P2-50-a17NFL_R1.fastq.gz	8857565;12381372	9ddee9cccbcb0556ce0438f392ee6ee1;a811b6d0b7ea12c1cc0ed8b53f4aada1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/086/SRR11515186/SRR11515186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/086/SRR11515186/SRR11515186_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/086/SRR11515186/SRR11515186_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/086/SRR11515186/SRR11515186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/086/SRR11515186/SRR11515186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/086/SRR11515186/SRR11515186_2.fastq.gz							22254519	9db890e227ff1d78a03e0738f3e1ba89	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/086/SRR11515186	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/086/SRR11515186	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/086/SRR11515186				a17L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565203	SRS6454230	SRX8086753	SRR11515187	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a14L		PAIRED	AMPLICON	METAGENOMIC	PCR	47928	27822235	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a14L	515YF-926R-P2-50-a14NFL_R1.fastq.gz	6583960;9231327	91d025aa0bdacba3235d6b07034542cb;08b68e48fdb1cdfcc4f4030620d66ed9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/087/SRR11515187/SRR11515187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/087/SRR11515187/SRR11515187_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/087/SRR11515187/SRR11515187_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/087/SRR11515187/SRR11515187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/087/SRR11515187/SRR11515187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/087/SRR11515187/SRR11515187_2.fastq.gz							16700205	af71752fc088200211454d4b24d36626	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/087/SRR11515187	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/087/SRR11515187	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/087/SRR11515187				a14L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565202	SRS6454229	SRX8086752	SRR11515188	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a21L		PAIRED	AMPLICON	METAGENOMIC	PCR	34708	20005329	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a21L	515YF-926R-P1-50-a21NFL_R1.fastq.gz	4743489;6645086	3028593ad95ce7779ecd7ab175986af5;76c736183e799bb7b81792ffcbd4cbe7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/088/SRR11515188/SRR11515188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/088/SRR11515188/SRR11515188_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/088/SRR11515188/SRR11515188_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/088/SRR11515188/SRR11515188_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/088/SRR11515188/SRR11515188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/088/SRR11515188/SRR11515188_2.fastq.gz							12067161	863afd880cf3ee448f7384530bf76436	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/088/SRR11515188	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/088/SRR11515188	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/088/SRR11515188				a21L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565201	SRS6454228	SRX8086751	SRR11515189	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a16L		PAIRED	AMPLICON	METAGENOMIC	PCR	48385	27983432	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a16L	515YF-926R-P1-50-a16NFL_R1.fastq.gz	6730332;9488670	5d807f7c88b74610af104469dbac120a;718b6105dc92c294265328a310fa2959	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/089/SRR11515189/SRR11515189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/089/SRR11515189/SRR11515189_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/089/SRR11515189/SRR11515189_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/089/SRR11515189/SRR11515189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/089/SRR11515189/SRR11515189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/089/SRR11515189/SRR11515189_2.fastq.gz							17086428	0eec137fdc439b23c806544e3477ad62	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/089/SRR11515189	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/089/SRR11515189	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/089/SRR11515189				a16L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565200	SRS6454226	SRX8086750	SRR11515190	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a13L		PAIRED	AMPLICON	METAGENOMIC	PCR	29108	16896477	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a13L	515YF-926R-P1-50-a13NFL_R1.fastq.gz	4216029;5839894	8913d51215f02fb08a653ec9d8dd2f11;65e659a05f96be49bf841696cfbe2ab4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/090/SRR11515190/SRR11515190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/090/SRR11515190/SRR11515190_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/090/SRR11515190/SRR11515190_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/090/SRR11515190/SRR11515190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/090/SRR11515190/SRR11515190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/090/SRR11515190/SRR11515190_2.fastq.gz							10358505	3a40116ac2eefe19cd4c15467c97107e	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/090/SRR11515190	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/090/SRR11515190	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/090/SRR11515190				a13L		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565199	SRS6454227	SRX8086749	SRR11515191	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a27Int		PAIRED	AMPLICON	METAGENOMIC	PCR	78039	44854819	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a27Int	515YF-926R-P3-50-a27NFInt_R1.fastq.gz	11053719;15282752	b371ac143d387d9f1bca96b424dfcad8;28567cdcdc6a82d8aa993f912f97b1e9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/091/SRR11515191/SRR11515191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/091/SRR11515191/SRR11515191_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/091/SRR11515191/SRR11515191_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/091/SRR11515191/SRR11515191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/091/SRR11515191/SRR11515191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/091/SRR11515191/SRR11515191_2.fastq.gz							26903229	b96cc1e3b0ef8f7bb3b552a3544172b2	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/091/SRR11515191	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/091/SRR11515191	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/091/SRR11515191				a27Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565198	SRS6454225	SRX8086748	SRR11515192	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a24Int		PAIRED	AMPLICON	METAGENOMIC	PCR	27733	15994010	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a24Int	515YF-926R-P3-50-a24NFInt_R1.fastq.gz	3831090;5396190	59e0ef118d46d9b97b13867d9d946e46;e938645a2730fb443afc1448883d3c0e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/092/SRR11515192/SRR11515192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/092/SRR11515192/SRR11515192_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/092/SRR11515192/SRR11515192_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/092/SRR11515192/SRR11515192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/092/SRR11515192/SRR11515192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/092/SRR11515192/SRR11515192_2.fastq.gz							9661377	05da2a7409fc2f375b3667a154220a6d	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/092/SRR11515192	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/092/SRR11515192	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/092/SRR11515192				a24Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565135	SRS6454224	SRX8086747	SRR11515193	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	2A		PAIRED	AMPLICON	METAGENOMIC	PCR	18724	10872828	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	2A	515YF-926R-P2-50-2A_R1.fastq.gz	2493271;3570721	ffb892d6517ed698c58ab9e2f62e61bd;1c7708c435e4d8517f000d0995631840	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/093/SRR11515193/SRR11515193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/093/SRR11515193/SRR11515193_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/093/SRR11515193/SRR11515193_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/093/SRR11515193/SRR11515193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/093/SRR11515193/SRR11515193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/093/SRR11515193/SRR11515193_2.fastq.gz							6617930	04ed58e29ec820b5de6759ffbed148bf	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/093/SRR11515193	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/093/SRR11515193	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/093/SRR11515193				2A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565197	SRS6454223	SRX8086746	SRR11515194	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a18Int		PAIRED	AMPLICON	METAGENOMIC	PCR	13291	7691452	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a18Int	515YF-926R-P3-50-a18NFInt_R1.fastq.gz	1858003;2584468	09adcbc796505cf0fd955b7f33a37caf;27c2fc3c5cd206ad1348880770e83572	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/094/SRR11515194/SRR11515194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/094/SRR11515194/SRR11515194_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/094/SRR11515194/SRR11515194_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/094/SRR11515194/SRR11515194_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/094/SRR11515194/SRR11515194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/094/SRR11515194/SRR11515194_2.fastq.gz							4701044	6466e16aea03cfece586df70a7ab90c6	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/094/SRR11515194	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/094/SRR11515194	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/094/SRR11515194				a18Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565196	SRS6454222	SRX8086745	SRR11515195	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a15Int		PAIRED	AMPLICON	METAGENOMIC	PCR	93273	54144450	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a15Int	515YF-926R-P3-50-a15NFInt_R1.fastq.gz	13549456;18622172	e048a17d9a8fac4805fe437e97d99d27;7cc1fe963b187c45bc9ab5b28a2209f7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/095/SRR11515195/SRR11515195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/095/SRR11515195/SRR11515195_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/095/SRR11515195/SRR11515195_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/095/SRR11515195/SRR11515195_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/095/SRR11515195/SRR11515195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/095/SRR11515195/SRR11515195_2.fastq.gz							33257913	ac057de50b6eca4e89da783995b077ab	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/095/SRR11515195	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/095/SRR11515195	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/095/SRR11515195				a15Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565195	SRS6454221	SRX8086744	SRR11515196	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a9Int		PAIRED	AMPLICON	METAGENOMIC	PCR	85178	48926873	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a9Int	515YF-926R-P3-50-a12NFInt_R1.fastq.gz	11714375;16320973	704889d249ecc9a58e1aec087614bf64;6e8ad82f25803e707e580d66d010bb90	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/096/SRR11515196/SRR11515196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/096/SRR11515196/SRR11515196_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/096/SRR11515196/SRR11515196_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/096/SRR11515196/SRR11515196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/096/SRR11515196/SRR11515196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/096/SRR11515196/SRR11515196_2.fastq.gz							28993119	2e11f980ca3ec24c697ba06fb342aeed	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/096/SRR11515196	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/096/SRR11515196	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/096/SRR11515196				a9Int		dog skin microbiome		2020-04-14
